20180527 08:02:04.671049Z 13310 INFO  500 - batch.cc:201
20180527 08:02:04.879819Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:04.879844Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.879861Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.879886Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.879897Z 13310 INFO  client-086 disconnected - batch.cc:105
20180527 08:02:04.879921Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.879930Z 13310 INFO  client-085 disconnected - batch.cc:105
20180527 08:02:04.880682Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.880722Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:04.880761Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.880804Z 13310 INFO  3 events happened - epoller.cc:75
20180527 08:02:04.880847Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.881650Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.881708Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:04.881764Z 13310 INFO  client-090 done. - batch.cc:144
20180527 08:02:04.881771Z 13310 INFO  client-090 0.186521 seconds 1884.051 us per request. - batch.cc:168
20180527 08:02:04.881776Z 13310 INFO  [g_finished:g_connections100 500 - batch.cc:172
20180527 08:02:04.881796Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.881833Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.882566Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.882594Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.882627Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:04.882647Z 13310 INFO  client-108 done. - batch.cc:144
20180527 08:02:04.882655Z 13310 INFO  client-108 0.182414 seconds 1842.566 us per request. - batch.cc:168
20180527 08:02:04.882660Z 13310 INFO  [g_finished:g_connections101 500 - batch.cc:172
20180527 08:02:04.882693Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.883686Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.883715Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.883749Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.883784Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:04.883810Z 13310 INFO  client-109 done. - batch.cc:144
20180527 08:02:04.883818Z 13310 INFO  client-109 0.183297 seconds 1851.485 us per request. - batch.cc:168
20180527 08:02:04.883823Z 13310 INFO  [g_finished:g_connections102 500 - batch.cc:172
20180527 08:02:04.883857Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:04.883901Z 13310 INFO  client-090 disconnected - batch.cc:105
20180527 08:02:04.885103Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.885132Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.885159Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.885197Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:04.885238Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:04.885257Z 13310 INFO  client-110 done. - batch.cc:144
20180527 08:02:04.885266Z 13310 INFO  client-110 0.184471 seconds 1863.343 us per request. - batch.cc:168
20180527 08:02:04.885270Z 13310 INFO  [g_finished:g_connections103 500 - batch.cc:172
20180527 08:02:04.885330Z 13310 INFO  3 events happened - epoller.cc:75
20180527 08:02:04.885363Z 13310 INFO  client-108 disconnected - batch.cc:105
20180527 08:02:04.885374Z 13310 INFO  client-109 disconnected - batch.cc:105
20180527 08:02:04.886184Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.886214Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:04.886257Z 13310 INFO  client-111 done. - batch.cc:144
20180527 08:02:04.886264Z 13310 INFO  client-111 0.185193 seconds 1870.636 us per request. - batch.cc:168
20180527 08:02:04.886268Z 13310 INFO  [g_finished:g_connections104 500 - batch.cc:172
20180527 08:02:04.886304Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:04.886345Z 13310 INFO  client-110 disconnected - batch.cc:105
20180527 08:02:04.886618Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.886645Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.886677Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.887024Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.887051Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.887082Z 13310 INFO  3 events happened - epoller.cc:75
20180527 08:02:04.887122Z 13310 INFO  client-111 disconnected - batch.cc:105
20180527 08:02:04.887146Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.887477Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.887510Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.887547Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.887868Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.887891Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.889685Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.889704Z 13310 INFO  client-096 done. - batch.cc:144
20180527 08:02:04.889712Z 13310 INFO  client-096 0.192799 seconds 1947.465 us per request. - batch.cc:168
20180527 08:02:04.889716Z 13310 INFO  [g_finished:g_connections105 500 - batch.cc:172
20180527 08:02:04.891349Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.891379Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:04.891394Z 13310 INFO  client-112 done. - batch.cc:144
20180527 08:02:04.891402Z 13310 INFO  client-112 0.190046 seconds 1919.657 us per request. - batch.cc:168
20180527 08:02:04.891407Z 13310 INFO  [g_finished:g_connections106 500 - batch.cc:172
20180527 08:02:04.891444Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.891506Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:04.891559Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:04.891590Z 13310 INFO  client-114 done. - batch.cc:144
20180527 08:02:04.891598Z 13310 INFO  client-114 0.189451 seconds 1913.646 us per request. - batch.cc:168
20180527 08:02:04.891603Z 13310 INFO  [g_finished:g_connections107 500 - batch.cc:172
20180527 08:02:04.891671Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:04.891718Z 13310 INFO  client-115 done. - batch.cc:144
20180527 08:02:04.891724Z 13310 INFO  client-115 0.189302 seconds 1912.141 us per request. - batch.cc:168
20180527 08:02:04.891729Z 13310 INFO  [g_finished:g_connections108 500 - batch.cc:172
20180527 08:02:04.891764Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.892195Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:04.892240Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:04.892313Z 13310 INFO  5 events happened - epoller.cc:75
20180527 08:02:04.892347Z 13310 INFO  client-096 disconnected - batch.cc:105
20180527 08:02:04.892360Z 13310 INFO  client-112 disconnected - batch.cc:105
20180527 08:02:04.892371Z 13310 INFO  client-114 disconnected - batch.cc:105
20180527 08:02:04.892672Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.892701Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.892733Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.892765Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:04.892789Z 13310 INFO  client-115 disconnected - batch.cc:105
20180527 08:02:04.893080Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.893109Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:04.893157Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:04.893174Z 13310 INFO  client-117 done. - batch.cc:144
20180527 08:02:04.893182Z 13310 INFO  client-117 0.190203 seconds 1921.242 us per request. - batch.cc:168
20180527 08:02:04.893187Z 13310 INFO  [g_finished:g_connections109 500 - batch.cc:172
20180527 08:02:04.893503Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.893531Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:04.893566Z 13310 INFO  client-116 done. - batch.cc:144
20180527 08:02:04.893574Z 13310 INFO  client-116 0.190874 seconds 1928.020 us per request. - batch.cc:168
20180527 08:02:04.893578Z 13310 INFO  [g_finished:g_connections110 500 - batch.cc:172
20180527 08:02:04.893721Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:04.893767Z 13310 INFO  client-100 done. - batch.cc:144
20180527 08:02:04.893775Z 13310 INFO  client-100 0.195741 seconds 1977.182 us per request. - batch.cc:168
20180527 08:02:04.893779Z 13310 INFO  [g_finished:g_connections111 500 - batch.cc:172
20180527 08:02:04.893856Z 13310 INFO  client-099 done. - batch.cc:144
20180527 08:02:04.893880Z 13310 INFO  client-099 0.196125 seconds 1981.061 us per request. - batch.cc:168
20180527 08:02:04.893885Z 13310 INFO  [g_finished:g_connections112 500 - batch.cc:172
20180527 08:02:04.894013Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.894026Z 13310 INFO  client-117 disconnected - batch.cc:105
20180527 08:02:04.894694Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.894729Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.894760Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:04.894789Z 13310 INFO  client-116 disconnected - batch.cc:105
20180527 08:02:04.894813Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:04.894822Z 13310 INFO  client-100 disconnected - batch.cc:105
20180527 08:02:04.894834Z 13310 INFO  client-099 disconnected - batch.cc:105
20180527 08:02:04.896154Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.896178Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.896211Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.896238Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.897690Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:04.897710Z 13310 INFO  client-103 done. - batch.cc:144
20180527 08:02:04.897718Z 13310 INFO  client-103 0.198878 seconds 2008.869 us per request. - batch.cc:168
20180527 08:02:04.897723Z 13310 INFO  [g_finished:g_connections113 500 - batch.cc:172
20180527 08:02:04.897749Z 13310 INFO  client-101 done. - batch.cc:144
20180527 08:02:04.897757Z 13310 INFO  client-101 0.199448 seconds 2014.626 us per request. - batch.cc:168
20180527 08:02:04.897762Z 13310 INFO  [g_finished:g_connections114 500 - batch.cc:172
20180527 08:02:04.898118Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.898152Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.898184Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.898209Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.898231Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.898649Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.898677Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.898708Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:04.898752Z 13310 INFO  3 events happened - epoller.cc:75
20180527 08:02:04.898780Z 13310 INFO  client-103 disconnected - batch.cc:105
20180527 08:02:04.898805Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.898816Z 13310 INFO  client-101 disconnected - batch.cc:105
20180527 08:02:04.899120Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.899148Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:04.899961Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.899989Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.900365Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.900399Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.900436Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:04.900466Z 13310 INFO  client-121 done. - batch.cc:144
20180527 08:02:04.900475Z 13310 INFO  client-121 0.196385 seconds 1983.687 us per request. - batch.cc:168
20180527 08:02:04.900479Z 13310 INFO  [g_finished:g_connections115 500 - batch.cc:172
20180527 08:02:04.901269Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.901298Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.902321Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.902355Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.902396Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.902431Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.902465Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.902475Z 13310 INFO  client-121 disconnected - batch.cc:105
20180527 08:02:04.903291Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.903326Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.903382Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.903434Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.904196Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.904225Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.904259Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:04.904279Z 13310 INFO  client-125 done. - batch.cc:144
20180527 08:02:04.904287Z 13310 INFO  client-125 0.199137 seconds 2011.485 us per request. - batch.cc:168
20180527 08:02:04.904291Z 13310 INFO  [g_finished:g_connections116 500 - batch.cc:172
20180527 08:02:04.904325Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.905263Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.905292Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.905321Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.905356Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:04.905402Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:04.905417Z 13310 INFO  client-126 done. - batch.cc:144
20180527 08:02:04.905425Z 13310 INFO  client-126 0.200003 seconds 2020.232 us per request. - batch.cc:168
20180527 08:02:04.905429Z 13310 INFO  [g_finished:g_connections117 500 - batch.cc:172
20180527 08:02:04.905686Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.905724Z 13310 INFO  client-106 done. - batch.cc:144
20180527 08:02:04.905733Z 13310 INFO  client-106 0.20606 seconds 2081.414 us per request. - batch.cc:168
20180527 08:02:04.905736Z 13310 INFO  [g_finished:g_connections118 500 - batch.cc:172
20180527 08:02:04.905923Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.905952Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.905986Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.906017Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:04.906043Z 13310 INFO  client-125 disconnected - batch.cc:105
20180527 08:02:04.906460Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.906488Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:04.906532Z 13310 INFO  3 events happened - epoller.cc:75
20180527 08:02:04.906561Z 13310 INFO  client-126 disconnected - batch.cc:105
20180527 08:02:04.906573Z 13310 INFO  client-106 disconnected - batch.cc:105
20180527 08:02:04.906665Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.906692Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.906857Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.906884Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.906966Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.906991Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.907162Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.907188Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.907317Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.907343Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.908525Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.908554Z 13310 INFO  3 events happened - epoller.cc:75
20180527 08:02:04.908587Z 13310 INFO  client-127 done. - batch.cc:144
20180527 08:02:04.908595Z 13310 INFO  client-127 0.202887 seconds 2049.364 us per request. - batch.cc:168
20180527 08:02:04.908600Z 13310 INFO  [g_finished:g_connections119 500 - batch.cc:172
20180527 08:02:04.908638Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:04.908719Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:04.908735Z 13310 INFO  client-128 done. - batch.cc:144
20180527 08:02:04.908743Z 13310 INFO  client-128 0.202756 seconds 2048.040 us per request. - batch.cc:168
20180527 08:02:04.908747Z 13310 INFO  [g_finished:g_connections120 500 - batch.cc:172
20180527 08:02:04.909082Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.909111Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:04.909167Z 13310 INFO  3 events happened - epoller.cc:75
20180527 08:02:04.909182Z 13310 INFO  client-129 done. - batch.cc:144
20180527 08:02:04.909190Z 13310 INFO  client-129 0.202922 seconds 2049.717 us per request. - batch.cc:168
20180527 08:02:04.909194Z 13310 INFO  [g_finished:g_connections121 500 - batch.cc:172
20180527 08:02:04.909244Z 13310 INFO  client-127 disconnected - batch.cc:105
20180527 08:02:04.909547Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.909577Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.909608Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:04.909641Z 13310 INFO  client-128 disconnected - batch.cc:105
20180527 08:02:04.910007Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.910031Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.910064Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:04.910106Z 13310 INFO  3 events happened - epoller.cc:75
20180527 08:02:04.910120Z 13310 INFO  client-130 done. - batch.cc:144
20180527 08:02:04.910127Z 13310 INFO  client-130 0.203581 seconds 2056.374 us per request. - batch.cc:168
20180527 08:02:04.910131Z 13310 INFO  [g_finished:g_connections122 500 - batch.cc:172
20180527 08:02:04.910159Z 13310 INFO  client-129 disconnected - batch.cc:105
20180527 08:02:04.910220Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.910250Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.910282Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.910627Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.910655Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.910686Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.910697Z 13310 INFO  client-130 disconnected - batch.cc:105
20180527 08:02:04.911282Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.911313Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.911430Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.911458Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.912426Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.912455Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.912570Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.912600Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.912721Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.912749Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.912872Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.912899Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.913021Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.913049Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.913168Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.913195Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.913613Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.913642Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.913772Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.913802Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.913920Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.913948Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.914833Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.914862Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.914982Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.915012Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.915130Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.915157Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.916044Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.916072Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.916183Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.916226Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.916325Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.916347Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.917233Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.917367Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.917396Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.917528Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.917555Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.918552Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.918585Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.918700Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.918728Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.919721Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.919750Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.919861Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.919892Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.920012Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.920039Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.920159Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.920186Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.921036Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.921067Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.921185Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.921213Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.921684Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.921724Z 13310 INFO  client-107 done. - batch.cc:144
20180527 08:02:04.921732Z 13310 INFO  client-107 0.221784 seconds 2240.242 us per request. - batch.cc:168
20180527 08:02:04.921737Z 13310 INFO  [g_finished:g_connections123 500 - batch.cc:172
20180527 08:02:04.922209Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.922238Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:04.922260Z 13310 INFO  client-107 disconnected - batch.cc:105
20180527 08:02:04.922382Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.922416Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.922551Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.922577Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.922700Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.922734Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.922975Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.923003Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.923031Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.923473Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.923500Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.923616Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.923645Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.923763Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.923790Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.924623Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.924650Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.924762Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.924792Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.924909Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.924936Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.925888Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.925917Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.926030Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.926060Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.926182Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.926223Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.927179Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.927211Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.927234Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.927254Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.927272Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.927287Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.928982Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.929010Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.929080Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.929111Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.929147Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.929182Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.929497Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.929528Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.929647Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.929683Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:04.929743Z 13310 INFO  client-113 done. - batch.cc:144
20180527 08:02:04.929751Z 13310 INFO  client-113 0.22788 seconds 2301.818 us per request. - batch.cc:168
20180527 08:02:04.929756Z 13310 INFO  [g_finished:g_connections124 500 - batch.cc:172
20180527 08:02:04.929845Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.929858Z 13310 INFO  client-113 disconnected - batch.cc:105
20180527 08:02:04.930761Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.930795Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.930841Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.930866Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:04.930887Z 13310 INFO  1 events happened - epoller.cc:75
